pid,sentence1,sentence2,label,clean_sentence1,clean_sentence2
2533,I want to know about Health plans,Health Plan,1,i want to know about health plan,health plan
49857,i want to buy more wifi,Need to buy pass,0,i want to buy more wifi,need to buy pass
7575,Link your aadhar number,Why do you need my AADHAR number ?,0,link your aadhar number,whi do you need my aadhar number
7908,I want to delete all my reminders,Please cancel all my reminders,1,i want to delet all my remind,pleas cancel all my remind
15044,I want to book a cab,I want to book a cab for later,0,i want to book a cab,i want to book a cab for later
27423,can i have more free wifi,How to connect free wifi with out  mobile number,0,can i have more free wifi,how to connect free wifi with out mobil number
3519,I want to review all the Key features,key features,0,i want to review all the key featur,key featur
54880,Hi I am looking for a report for a test .,Hi I am looking for tests .,0,hi i am look for a report for a test,hi i am look for test
35769,i need some time to book it,want to purchase Flight Tickets,0,i need some time to book it,want to purchas flight ticket
73786,What is a procedure to change the company name,what is the procedure to get bigger cylinder,0,what is a procedur to chang the compani name,what is the procedur to get bigger cylind
3348,I gave the correct ID.,My ID is correct,1,i gave the correct id,my id is correct
11298,want reminder for phone,need a reminder,0,want remind for phone,need a remind
16262,want reminder for exercise,reminder for jog,1,want remind for exercis,remind for jog
2571,tell me about discount deal on flights,i want offer on flight booking.,0,tell me about discount deal on flight,i want offer on flight book
28636,we need wifi,Need Wifi password,1,we need wifi,need wifi password
64244,That was the right ID only,The order ID is right,1,that wa the right id onli,the order id is right
9038,can you look for airasia,Show me Jet Airways flights,1,can you look for airasia,show me jet airway flight
52519,I want to contact someone from customer support.,Contact customer support,0,i want to contact someon from custom support,contact custom support
16643,Where is my gk prize?,How to avail prize gk,0,where is my gk prize,how to avail prize gk
24317,are you human?,human being,0,are you human,human be
1781,Set an alarm for me to wish someone anniversary,Set an alarm for me to jog someone,0,set an alarm for me to wish someon anniversari,set an alarm for me to jog someon
34807,how much interest do i need to pay,need to verify,0,how much interest do i need to pay,need to verifi
74228,OTP not working,did not work,0,otp not work,did not work
25341,flight bookings,I want to book a flight,1,flight book,i want to book a flight
56389,what is your name?,What are your brokerage charges ?,0,what is your name,what are your brokerag charg
39926,"Hey there, Can you help with booking flight tickets? .",Hi please help me with flight bookings .,0,hey there can you help with book flight ticket,hi pleas help me with flight book
28665,Visa,Please help me with visa,0,visa,pleas help me with visa
28747,Any cashback on flights,Is there student concession flights,0,ani cashback on flight,is there student concess flight
53348,what is your pricing,what is your pricing structure,1,what is your price,what is your price structur
54925,Trading account,What is trading account?,0,trade account,what is trade account
2409,doesnt work,pin not working,0,doesnt work,pin not work
3978,married,not married,0,marri,not marri
45459,i want flights from mumbai to delhi,show flights on,0,i want flight from mumbai to delhi,show flight on
19895,72 hours still not got cashback,72 hours have been passed but I have not get my 100 rupees cash back,0,72 hour still not got cashback,72 hour have been pass but i have not get my 100 rupe cash back
12331,can you help me change my reminder,Edit reminder,1,can you help me chang my remind,edit remind
13735,i want discount on flight tickets,provide me Flight Tickets,0,i want discount on flight ticket,provid me flight ticket
6090,No,no i am not,0,no,no i am not
15047,how much time needed to process payout,How much time it takes to credit in my account?,0,how much time need to process payout,how much time it take to credit in my account
347,mseb maharashtra,MSEB,0,mseb maharashtra,mseb
4643,what is eligibility criteria,Eligibility,0,what is elig criteria,elig
75957,to view my reminders,want reminder for wake up,0,to view my remind,want remind for wake up
69825,Which team will win the match today,Score of today match,0,which team will win the match today,score of today match
7336,Please help me with booking flight tickets,want to buy Flight Tickets,0,pleas help me with book flight ticket,want to buy flight ticket
50445,show  Flight Tickets,want flight fare alert,0,show flight ticket,want flight fare alert
12623,please help me to check report,Want to check report,1,pleas help me to check report,want to check report
38208,any cashback on flight booking,any deal,1,ani cashback on flight book,ani deal
38613,I want refund,My refund,0,i want refund,my refund
15156,Can you send me your picture,Your pic pls,1,can you send me your pictur,your pic pl
71956,"Hey, can you set a reminder for me to jog?  .",set reminder medicine,0,hey can you set a remind for me to jog,set remind medicin
43796,Thats amazing,Good Night,0,that amaz,good night
66845,What if I find cheaper tickets elsewhere,show cheapest,0,what if i find cheaper ticket elsewher,show cheapest
10908,Bill payments not done,Bill payment,0,bill payment not done,bill payment
36230,I want to delete all my reminders,I would like to cancel my horoscope,0,i want to delet all my remind,i would like to cancel my horoscop
32478,procedure to link aadhar to this account?,Where will I find the procedure to link accounts?,0,procedur to link aadhar to thi account,where will i find the procedur to link account
17941,Good Evening,Night,0,good even,night
34546,Can you schedule a reminder for walk,set reminder,0,can you schedul a remind for walk,set remind
35032,Give me your pic,Please give your number,0,give me your pic,pleas give your number
14354,Couldn't pay for my ticket,I had a hard time paying for my ticket,0,could n't pay for my ticket,i had a hard time pay for my ticket
14861,House for rent in delhi,House for rent,1,hous for rent in delhi,hous for rent
9047,any offer running on flight booking,Book a flight,0,ani offer run on flight book,book a flight
7235,I want to get a flight booked,I want to check flight bookings,0,i want to get a flight book,i want to check flight book
63404,want reminder for birthday,want reminder for,0,want remind for birthday,want remind for
41458,Booking was a challenge,challenging,0,book wa a challeng,challeng
17145,I want to modify the dates times,Could you please help me to modify my date if journey,0,i want to modifi the date time,could you pleas help me to modifi my date if journey
16513,offer,I have not received cashback,0,offer,i have not receiv cashback
1624,show me your pic,I don't need your help,0,show me your pic,i do n't need your help
38677,How to spend cashback?,How to make payment,0,how to spend cashback,how to make payment
3337,show  Flight Tickets,search flights,1,show flight ticket,search flight
64923,Can you speak?,Do you speak Hindi?,0,can you speak,do you speak hindi
71902,On Paytm,Price on paytm is less,0,on paytm,price on paytm is less
47691,any offers on bus tickets,any offers on buses,1,ani offer on bu ticket,ani offer on buse
2340,HSD to LPG,what will be the estimated conversion cost from HSD to LPG?,0,hsd to lpg,what will be the estim convers cost from hsd to lpg
